ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,Country,Currency,CompTotal,CompFreq,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ICorPM,WorkExp,ConvertedCompYearly
40226,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Some college/university study without earning a degree,15,10,"Developer, front-end",10 to 19 employees,I have some influence,United States of America,USD	United States dollar,150000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,People manager,12,150000
40252,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,240000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Independent contributor,4,240000
40254,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,15,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;DevOps specialist",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,200000,Yearly,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,15,200000
40259,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Associate degree (A.A., A.S., etc.)",20,4,Cloud infrastructure engineer,"10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,120000,Yearly,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,22,120000
40263,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"Developer, front-end","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,175000,Yearly,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,4,175000
40266,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8,"Developer, full-stack;Product manager",20 to 99 employees,I have some influence,United States of America,USD	United States dollar,154000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,8,154000
40269,I am a developer by profession,"Employed, full-time",Fully remote,Other (please specify):,Some college/university study without earning a degree,15,11,"Developer, front-end;Developer, full-stack;Developer, back-end",500 to 999 employees,I have little or no influence,United States of America,USD	United States dollar,85000,Yearly,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,Independent contributor,19,85000
40276,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,15,"Developer, full-stack;Engineering manager",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,132000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,15,132000
40278,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,6,"Developer, full-stack;Engineering manager;Other (please specify):",20 to 99 employees,I have a great deal of influence,United States of America,USD	United States dollar,120000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,5,120000
40292,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,4,"Engineer, data","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,73000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Independent contributor,5,73000
40314,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,8,Other (please specify):,"10,000 or more employees",I have a great deal of influence,United States of America,USD	United States dollar,103800,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,8,103800
40319,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;School or academic work,Some college/university study without earning a degree,2,Less than 1 year,Data or business analyst,"1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,32000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,1,32000
40320,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,17,"Engineer, data;Developer, back-end;Database administrator;Cloud infrastructure engineer;Data or business analyst","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,430000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Independent contributor,17,430000
40332,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4,Data scientist or machine learning specialist,100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,185000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Independent contributor,5,185000
40334,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,17,"Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;System administrator","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,150000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,17,150000
40338,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,4,"Engineer, data;Developer, full-stack;Developer, back-end",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,210000,Yearly,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Independent contributor,4,210000
40339,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,12,"Data scientist or machine learning specialist;Engineer, data;Other (please specify):;Data or business analyst",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,240000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Bisexual,White,None of the above,"I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,12,240000
40350,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,9,"Developer, embedded applications or devices","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,320000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,9,320000
40362,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,2,"Developer, back-end",500 to 999 employees,I have little or no influence,United States of America,USD	United States dollar,142000,Yearly,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,A few times per week,Not sure/can't remember,NA,"No, not really",25-34 years old,Woman,No,Gay or Lesbian;Queer,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,14,142000
